"","FullName","X","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","Year","Birth_Date","Active","type"
"813","ESPOSITO MANILA",5592,"w","ITA","2022-11-06","2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","FX",NA,4.8,6.8,NA,11.6,2022,"11/2/06","Y","full team"
"814","ESPOSITO MANILA",5593,"w","ITA","2022-11-06","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",19,5.7,8.266,NA,13.966,2022,"11/2/06","Y","full team"
"815","ESPOSITO MANILA",5589,"w","ITA","2022-11-06","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",107,4.7,6.1,NA,10.8,2022,"11/2/06","Y","full team"
"816","ESPOSITO MANILA",5590,"w","ITA","2022-11-06","2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","BB",NA,5.2,7.933,NA,13.133,2022,"11/2/06","Y","full team"
"817","ESPOSITO MANILA",5604,"w","ITA","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","UB",NA,5.9,7.5,NA,13.4,2023,"11/2/06","Y","full team"
"818","ESPOSITO MANILA",5605,"w","ITA","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","VT",12,4.6,9.166,NA,13.766,2023,"11/2/06","Y","full team"
"819","ESPOSITO MANILA",5606,"w","ITA","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","VT",NA,4.6,9.1,NA,13.7,2023,"11/2/06","Y","full team"
"820","ESPOSITO MANILA",5607,"w","ITA","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT1",24,4.6,9.166,NA,13.766,2023,"11/2/06","Y","full team"
"821","ESPOSITO MANILA",5595,"w","ITA","2022-11-06","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT1",33,4.2,9.366,NA,13.566,2022,"11/2/06","Y","full team"
"822","ESPOSITO MANILA",5596,"w","ITA","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","BB",19,5.7,7.166,NA,12.866,2023,"11/2/06","Y","full team"
"823","ESPOSITO MANILA",5597,"w","ITA","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","BB",12,5.5,8.166,NA,13.666,2023,"11/2/06","Y","full team"
"824","ESPOSITO MANILA",5598,"w","ITA","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","BB",NA,5.9,8.233,NA,14.133,2023,"11/2/06","Y","full team"
"825","ESPOSITO MANILA",5599,"w","ITA","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","FX",11,5.5,7.7,0.1,13.1,2023,"11/2/06","Y","full team"
"826","ESPOSITO MANILA",5600,"w","ITA","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","FX",11,5.6,8.1,0.1,13.6,2023,"11/2/06","Y","full team"
"827","ESPOSITO MANILA",5601,"w","ITA","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","FX",NA,5.6,8.033,NA,13.633,2023,"11/2/06","Y","full team"
"828","ESPOSITO MANILA",5602,"w","ITA","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","UB",8,5.9,8.266,NA,14.166,2023,"11/2/06","Y","full team"
"829","ESPOSITO MANILA",5603,"w","ITA","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","UB",21,5.9,7.766,NA,13.666,2023,"11/2/06","Y","full team"
"830","ESPOSITO MANILA",5617,"w","ITA","2023-04-16","2023 Senior European Championships","AAfinal","Antalya, Turkey","FX",22,5.4,6.7,0.3,11.8,2023,"11/2/06","Y","full team"
"831","ESPOSITO MANILA",5618,"w","ITA","2023-04-16","2023 Senior European Championships","qual","Antalya, Turkey","FX",26,5.4,7.266,0.1,12.566,2023,"11/2/06","Y","full team"
"832","ESPOSITO MANILA",5619,"w","ITA","2023-04-16","2023 Senior European Championships","AAfinal","Antalya, Turkey","UB",17,5.5,7,NA,12.5,2023,"11/2/06","Y","full team"
"833","ESPOSITO MANILA",5620,"w","ITA","2023-04-16","2023 Senior European Championships","qual","Antalya, Turkey","UB",52,5.6,6.666,NA,12.266,2023,"11/2/06","Y","full team"
"834","ESPOSITO MANILA",5621,"w","ITA","2023-04-16","2023 Senior European Championships","AAfinal","Antalya, Turkey","VT1",6,4.6,9,NA,13.6,2023,"11/2/06","Y","full team"
"835","ESPOSITO MANILA",5622,"w","ITA","2023-04-16","2023 Senior European Championships","qual","Antalya, Turkey","VT1",14,4.6,8.966,NA,13.566,2023,"11/2/06","Y","full team"
"836","ESPOSITO MANILA",5609,"w","ITA","2023-02-26","2023 Cottbus World Cup","qual","Cottbus, Germany","FX",4,5.5,8.133,0.3,13.333,2023,"11/2/06","Y","full team"
"837","ESPOSITO MANILA",5610,"w","ITA","2023-02-26","2023 Cottbus World Cup","final","Cottbus, Germany","VT1",1,4.6,8.9,NA,13.5,2023,"11/2/06","Y","full team"
"838","ESPOSITO MANILA",5611,"w","ITA","2023-02-26","2023 Cottbus World Cup","qual","Cottbus, Germany","VT1",1,4.6,9.033,NA,13.633,2023,"11/2/06","Y","full team"
"839","ESPOSITO MANILA",5612,"w","ITA","2023-02-26","2023 Cottbus World Cup","final","Cottbus, Germany","VT2",1,4.2,8.866,0.1,12.966,2023,"11/2/06","Y","full team"
"840","ESPOSITO MANILA",5613,"w","ITA","2023-02-26","2023 Cottbus World Cup","qual","Cottbus, Germany","VT2",1,4.2,8.933,NA,13.133,2023,"11/2/06","Y","full team"
"841","ESPOSITO MANILA",5614,"w","ITA","2023-04-16","2023 Senior European Championships","AAfinal","Antalya, Turkey","BB",5,5.7,7.333,NA,13.033,2023,"11/2/06","Y","full team"
"842","ESPOSITO MANILA",5615,"w","ITA","2023-04-16","2023 Senior European Championships","final","Antalya, Turkey","BB",2,5.7,8,NA,13.7,2023,"11/2/06","Y","full team"
"843","ESPOSITO MANILA",5616,"w","ITA","2023-04-16","2023 Senior European Championships","qual","Antalya, Turkey","BB",8,5.6,7.233,NA,12.833,2023,"11/2/06","Y","full team"
"844","ESPOSITO MANILA",5608,"w","ITA","2023-02-26","2023 Cottbus World Cup","final","Cottbus, Germany","FX",2,5.5,8.166,0.1,13.566,2023,"11/2/06","Y","full team"
"845","EVANS RUBY",5645,"w","GBR","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","FX",23,5.6,7.566,NA,13.166,2023,"3/17/07","Y","full team"
"846","EVANS RUBY",5646,"w","GBR","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","FX",NA,5.4,7.833,NA,13.233,2023,"3/17/07","Y","full team"
"847","EVANS RUBY",5647,"w","GBR","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","VT",NA,5,9,NA,14,2023,"3/17/07","Y","full team"
"848","EVANS RUBY",5635,"w","GBR","2023-02-26","2023 Cottbus World Cup","qual","Cottbus, Germany","VT2",2,3.8,8.7,NA,12.5,2023,"3/17/07","Y","full team"
"849","EVANS RUBY",5627,"w","GBR","2023-02-26","2023 Cottbus World Cup","final","Cottbus, Germany","BB",6,4.8,8.233,NA,13.033,2023,"3/17/07","Y","full team"
"850","EVANS RUBY",5628,"w","GBR","2023-02-26","2023 Cottbus World Cup","qual","Cottbus, Germany","BB",8,4.7,8.133,NA,12.833,2023,"3/17/07","Y","full team"
"851","EVANS RUBY",5629,"w","GBR","2023-02-26","2023 Cottbus World Cup","final","Cottbus, Germany","FX",3,5.4,8.066,NA,13.466,2023,"3/17/07","Y","full team"
"852","EVANS RUBY",5630,"w","GBR","2023-02-26","2023 Cottbus World Cup","qual","Cottbus, Germany","FX",2,5.4,8.1,NA,13.5,2023,"3/17/07","Y","full team"
"853","EVANS RUBY",5631,"w","GBR","2023-02-26","2023 Cottbus World Cup","qual","Cottbus, Germany","UB",12,4.6,7.7,NA,12.3,2023,"3/17/07","Y","full team"
"854","EVANS RUBY",5632,"w","GBR","2023-02-26","2023 Cottbus World Cup","final","Cottbus, Germany","VT1",2,5,9,NA,14,2023,"3/17/07","Y","full team"
"855","EVANS RUBY",5633,"w","GBR","2023-02-26","2023 Cottbus World Cup","qual","Cottbus, Germany","VT1",2,5,8.9,NA,13.9,2023,"3/17/07","Y","full team"
"856","EVANS RUBY",5634,"w","GBR","2023-02-26","2023 Cottbus World Cup","final","Cottbus, Germany","VT2",2,3.8,8.666,0.1,12.366,2023,"3/17/07","Y","full team"
"857","EVANS RUBY",5648,"w","GBR","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT1",81,5.4,7.966,0.3,13.066,2023,"3/17/07","Y","full team"
"858","EVANS RUBY",5649,"w","GBR","2023-03-26","2023 British Gymnastics Championships","qual","Liverpool, England","BB",11,4.8,7.25,0,12.05,2023,"3/17/07","Y","full team"
"859","EVANS RUBY",5650,"w","GBR","2023-03-26","2023 British Gymnastics Championships","final","Liverpool, England","FX",5,5.4,7.9,0.3,13,2023,"3/17/07","Y","full team"
"860","EVANS RUBY",5651,"w","GBR","2023-03-26","2023 British Gymnastics Championships","qual","Liverpool, England","FX",7,5.4,7.45,0.4,12.45,2023,"3/17/07","Y","full team"
"861","EVANS RUBY",5652,"w","GBR","2023-03-26","2023 British Gymnastics Championships","qual","Liverpool, England","UB",10,4.6,7.65,0,12.25,2023,"3/17/07","Y","full team"
"862","EVANS RUBY",5653,"w","GBR","2023-03-26","2023 British Gymnastics Championships","final","Liverpool, England","VT1",1,5,NA,0,13.9,2023,"3/17/07","Y","full team"
"863","EVANS RUBY",5654,"w","GBR","2023-03-26","2023 British Gymnastics Championships","qual","Liverpool, England","VT1",2,5,NA,0,14.1,2023,"3/17/07","Y","full team"
"864","EVANS RUBY",5655,"w","GBR","2023-03-26","2023 British Gymnastics Championships","final","Liverpool, England","VT2",1,3.8,NA,0,12.65,2023,"3/17/07","Y","full team"
"865","EVANS RUBY",5656,"w","GBR","2023-03-26","2023 British Gymnastics Championships","qual","Liverpool, England","VT2",2,3.8,NA,0.3,11.85,2023,"3/17/07","Y","full team"
"866","FATTA ADDISON",5731,"w","USA","2023-05-28","2023 Artistic Gymnastics Senior Pan American Championships","TeamQual","Medellin, Colombia","FX",NA,5.2,6.967,NA,12.167,2023,"/2006","Y","full team"
"867","FATTA ADDISON",5732,"w","USA","2023-05-28","2023 Artistic Gymnastics Senior Pan American Championships","TeamFinal","Medellin, Colombia","UB",NA,5.4,8.3,NA,13.7,2023,"/2006","Y","full team"
"868","FATTA ADDISON",5733,"w","USA","2023-05-28","2023 Artistic Gymnastics Senior Pan American Championships","TeamQual","Medellin, Colombia","UB",NA,5.4,8.267,NA,13.667,2023,"/2006","Y","full team"
"869","FATTA ADDISON",5734,"w","USA","2023-05-28","2023 Artistic Gymnastics Senior Pan American Championships","TeamFinal","Medellin, Colombia","VT",NA,5,8.5,NA,13.5,2023,"/2006","Y","full team"
"870","FATTA ADDISON",5735,"w","USA","2023-05-28","2023 Artistic Gymnastics Senior Pan American Championships","TeamQual","Medellin, Colombia","VT",NA,5,8.5,NA,13.5,2023,"/2006","Y","full team"
"871","FATTA ADDISON",6042,"w","USA","2022-07-31","2022 U.S. Classic","AAfinal","West Valley City, Utah","BB",5,5,7.35,NA,12.35,2022,"/2006","Y","full team"
"872","FATTA ADDISON",6043,"w","USA","2022-07-31","2022 U.S. Classic","AAfinal","West Valley City, Utah","UB",6,5.5,7.65,NA,13.15,2022,"/2006","Y","full team"
"873","FATTA ADDISON",6044,"w","USA","2022-02-27","2022 Winter Cup","AAfinal","Frisco, Texas","BB",13,4.9,7.65,NA,12.55,2022,"/2006","Y","full team"
"874","FATTA ADDISON",6045,"w","USA","2022-02-27","2022 Winter Cup","AAfinal","Frisco, Texas","FX",20,4.6,7.2,NA,11.8,2022,"/2006","Y","full team"
"875","FATTA ADDISON",6046,"w","USA","2022-02-27","2022 Winter Cup","AAfinal","Frisco, Texas","UB",6,5.4,7.8,NA,13.2,2022,"/2006","Y","full team"
"876","FATTA ADDISON",6047,"w","USA","2022-02-27","2022 Winter Cup","AAfinal","Frisco, Texas","VT",NA,5,8.7,NA,13.7,2022,"/2006","Y","full team"
"877","FATTA ADDISON",6048,"w","USA","2023-08-06","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","BB",21,5.1,7.3,NA,12.4,2023,"/2006","Y","full team"
"878","FATTA ADDISON",6049,"w","USA","2023-08-06","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","VT",NA,5,8.85,NA,13.85,2023,"/2006","Y","full team"
"879","FATTA ADDISON",6050,"w","USA","2023-08-27","2023 U.S. Championships","qual","San Jose, CA","BB",NA,5.2,7.8,NA,13,2023,"/2006","Y","full team"
"880","FATTA ADDISON",6051,"w","USA","2023-08-27","2023 U.S. Championships","final","San Jose, CA","BB",NA,4.8,6.55,NA,11.35,2023,"/2006","Y","full team"
"881","FATTA ADDISON",6052,"w","USA","2023-08-27","2023 U.S. Championships","qual","San Jose, CA","FX",NA,5.1,7.1,NA,12.2,2023,"/2006","Y","full team"
"882","FATTA ADDISON",6053,"w","USA","2023-08-27","2023 U.S. Championships","final","San Jose, CA","FX",NA,5.6,7.65,NA,13.25,2023,"/2006","Y","full team"
"883","FATTA ADDISON",6054,"w","USA","2023-08-27","2023 U.S. Championships","qual","San Jose, CA","UB",NA,5.5,7.85,NA,13.35,2023,"/2006","Y","full team"
"884","FATTA ADDISON",6055,"w","USA","2023-08-27","2023 U.S. Championships","final","San Jose, CA","UB",NA,5.5,7.8,NA,13.3,2023,"/2006","Y","full team"
"885","FATTA ADDISON",6056,"w","USA","2023-08-27","2023 U.S. Championships","qual","San Jose, CA","VT",NA,5,8.85,NA,13.85,2023,"/2006","Y","full team"
"886","FATTA ADDISON",6057,"w","USA","2023-08-27","2023 U.S. Championships","final","San Jose, CA","VT",NA,5,8.9,NA,13.9,2023,"/2006","Y","full team"
"887","FATTA ADDISON",6058,"w","USA","2023-02-26","2023 Winter Cup","AAfinal","Louisville, Kentucky","BB",24,4.9,6,0.1,10.8,2023,"/2006","Y","full team"
"888","FATTA ADDISON",6059,"w","USA","2023-02-26","2023 Winter Cup","AAfinal","Louisville, Kentucky","FX",7,5.2,7.9,NA,13.1,2023,"/2006","Y","full team"
"889","FATTA ADDISON",6060,"w","USA","2023-02-26","2023 Winter Cup","AAfinal","Louisville, Kentucky","UB",10,5.4,7.55,NA,12.95,2023,"/2006","Y","full team"
"890","FATTA ADDISON",6061,"w","USA","2023-02-26","2023 Winter Cup","AAfinal","Louisville, Kentucky","VT",NA,5,8.9,NA,13.9,2023,"/2006","Y","full team"
"891","FATTA ADDISON",6035,"w","USA","2022-08-20","2022 U.S. Championships","final","Tampa, FL","BB",NA,5,7.15,NA,12.15,2022,"/2006","Y","full team"
"892","FATTA ADDISON",6036,"w","USA","2022-08-20","2022 U.S. Championships","qual","Tampa, FL","FX",NA,5.3,7.35,NA,12.65,2022,"/2006","Y","full team"
"893","FATTA ADDISON",6037,"w","USA","2022-08-20","2022 U.S. Championships","final","Tampa, FL","FX",NA,5.1,8.05,NA,13.15,2022,"/2006","Y","full team"
"894","FATTA ADDISON",6038,"w","USA","2022-08-20","2022 U.S. Championships","qual","Tampa, FL","UB",NA,5.4,8.15,NA,13.55,2022,"/2006","Y","full team"
"895","FATTA ADDISON",6039,"w","USA","2022-08-20","2022 U.S. Championships","final","Tampa, FL","UB",NA,5.4,7.9,NA,13.3,2022,"/2006","Y","full team"
"896","FATTA ADDISON",6027,"w","USA","2022-10-02","2022 Szombathely World Challenge Cup","qual","Szombathely, Hungary","BB",9,4.9,7.066,NA,11.966,2022,"/2006","Y","full team"
"897","FATTA ADDISON",6028,"w","USA","2022-10-02","2022 Szombathely World Challenge Cup","qual","Szombathely, Hungary","UB",1,5.4,8.1,NA,13.5,2022,"/2006","Y","full team"
"898","FATTA ADDISON",6029,"w","USA","2022-10-02","2022 Szombathely World Challenge Cup","final","Szombathely, Hungary","UB",3,5.4,8.2,NA,13.6,2022,"/2006","Y","full team"
"899","FATTA ADDISON",6030,"w","USA","2022-10-02","2022 Szombathely World Challenge Cup","final","Szombathely, Hungary","VT1",1,5,8.666,NA,13.666,2022,"/2006","Y","full team"
"900","FATTA ADDISON",6031,"w","USA","2022-10-02","2022 Szombathely World Challenge Cup","qual","Szombathely, Hungary","VT1",4,5,9.033,NA,14.033,2022,"/2006","Y","full team"
"901","FATTA ADDISON",6032,"w","USA","2022-10-02","2022 Szombathely World Challenge Cup","final","Szombathely, Hungary","VT2",1,4.4,8.666,NA,13.066,2022,"/2006","Y","full team"
"902","FATTA ADDISON",6033,"w","USA","2022-10-02","2022 Szombathely World Challenge Cup","qual","Szombathely, Hungary","VT2",4,3.2,8.4,NA,11.6,2022,"/2006","Y","full team"
"903","FATTA ADDISON",6034,"w","USA","2022-08-20","2022 U.S. Championships","qual","Tampa, FL","BB",NA,4.8,7.65,NA,12.45,2022,"/2006","Y","full team"
"904","FATTA ADDISON",6040,"w","USA","2022-08-20","2022 U.S. Championships","qual","Tampa, FL","VT",NA,5,8.15,0.1,13.05,2022,"/2006","Y","full team"
"905","FATTA ADDISON",6041,"w","USA","2022-08-20","2022 U.S. Championships","final","Tampa, FL","VT",NA,5,8.9,NA,13.9,2022,"/2006","Y","full team"
"906","FENTON GEORGIA",5771,"w","GBR","2023-03-26","2023 British Gymnastics Championships","qual","Liverpool, England","BB",21,5.4,6.15,0,11.55,2023,"11/2/00","Y","full team"
"907","FENTON GEORGIA",5774,"w","GBR","2023-03-26","2023 British Gymnastics Championships","final","Liverpool, England","UB",2,6,8.3,0,14.3,2023,"11/2/00","Y","full team"
"908","FENTON GEORGIA",5775,"w","GBR","2023-03-26","2023 British Gymnastics Championships","qual","Liverpool, England","UB",6,5.8,7.15,0,12.95,2023,"11/2/00","Y","full team"
"909","FENTON GEORGIA",5772,"w","GBR","2023-03-26","2023 British Gymnastics Championships","final","Liverpool, England","FX",3,5.1,8.4,0,13.5,2023,"11/2/00","Y","full team"
"910","FENTON GEORGIA",5773,"w","GBR","2023-03-26","2023 British Gymnastics Championships","qual","Liverpool, England","FX",2,5.1,8.35,0,13.45,2023,"11/2/00","Y","full team"
"911","FENTON GEORGIA",5751,"w","GBR","2022-11-06","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",47,5.2,6.9,NA,12.1,2022,"11/2/00","Y","full team"
"912","FENTON GEORGIA",5752,"w","GBR","2022-11-06","2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","BB",NA,5.4,7.933,NA,13.333,2022,"11/2/00","Y","full team"
"913","FENTON GEORGIA",5753,"w","GBR","2022-11-06","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",16,5.8,8.333,NA,14.133,2022,"11/2/00","Y","full team"
"914","FENTON GEORGIA",5754,"w","GBR","2022-11-06","2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","UB",NA,5.7,7.933,NA,13.633,2022,"11/2/00","Y","full team"
"915","FENTON GEORGIA",5755,"w","GBR","2022-11-06","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT1",16,4.6,9.3,NA,13.9,2022,"11/2/00","Y","full team"
"916","FENTON GEORGIA",5756,"w","GBR","2022-03-27","2022 British Gymnastics Championships","final","Liverpool, England","BB",3,5.5,7.85,0,13.35,2022,"11/2/00","Y","full team"
"917","FENTON GEORGIA",5757,"w","GBR","2022-03-27","2022 British Gymnastics Championships","qual","Liverpool, England","BB",4,5.5,7.1,0,12.6,2022,"11/2/00","Y","full team"
"918","FENTON GEORGIA",5758,"w","GBR","2022-03-27","2022 British Gymnastics Championships","final","Liverpool, England","FX",6,4.5,8.45,0.1,12.85,2022,"11/2/00","Y","full team"
"919","FENTON GEORGIA",5759,"w","GBR","2022-03-27","2022 British Gymnastics Championships","qual","Liverpool, England","FX",6,4.6,8.05,0,12.65,2022,"11/2/00","Y","full team"
"920","FENTON GEORGIA",5760,"w","GBR","2022-03-27","2022 British Gymnastics Championships","final","Liverpool, England","UB",2,5.3,8.15,0,13.45,2022,"11/2/00","Y","full team"
"921","FENTON GEORGIA",5761,"w","GBR","2022-03-27","2022 British Gymnastics Championships","qual","Liverpool, England","UB",3,5.3,8.2,0,13.5,2022,"11/2/00","Y","full team"
"922","FENTON GEORGIA",5762,"w","GBR","2022-03-27","2022 British Gymnastics Championships","qual","Liverpool, England","VT1",18,4.2,8.7,0,12.9,2022,"11/2/00","Y","full team"
"923","FENTON GEORGIA",5763,"w","GBR","2022-08-14","2022 Senior European Championships","final","Munich, Germany","UB",6,5.6,8.033,NA,13.633,2022,"11/2/00","Y","full team"
"924","FENTON GEORGIA",5764,"w","GBR","2022-08-14","2022 Senior European Championships","qual","Munich, Germany","UB",7,5.8,8.1,NA,13.9,2022,"11/2/00","Y","full team"
"925","FENTON GEORGIA",5765,"w","GBR","2022-08-14","2022 Senior European Championships","TeamFinal","Munich, Germany","UB",9,5.7,8,NA,13.7,2022,"11/2/00","Y","full team"
"926","FENTON GEORGIA",5766,"w","GBR","2022-08-14","2022 Senior European Championships","qual","Munich, Germany","VT1",15,4.6,8.866,NA,13.466,2022,"11/2/00","Y","full team"
"927","FENTON GEORGIA",5767,"w","GBR","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","BB",22,5.8,7.466,NA,13.266,2023,"11/2/00","Y","full team"
"928","FENTON GEORGIA",5768,"w","GBR","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","BB",NA,5.4,6.8,NA,12.2,2023,"11/2/00","Y","full team"
"929","FENTON GEORGIA",5769,"w","GBR","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","UB",13,6,8.033,NA,14.033,2023,"11/2/00","Y","full team"
"930","FENTON GEORGIA",5770,"w","GBR","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","UB",NA,5.8,6.6,NA,12.4,2023,"11/2/00","Y","full team"
"931","FENTON GEORGIA",5784,"w","GBR","2023-04-16","2023 Senior European Championships","AAfinal","Antalya, Turkey","VT1",24,4.6,7.766,0.3,12.066,2023,"11/2/00","Y","full team"
"932","FENTON GEORGIA",5785,"w","GBR","2023-04-16","2023 Senior European Championships","qual","Antalya, Turkey","VT1",10,4.6,9.133,NA,13.733,2023,"11/2/00","Y","full team"
"933","FENTON GEORGIA",5786,"w","GBR","2022-08-02","BIRMINGHAM 2022 Commonwealth Games","final","Birmingham, England","BB",5,5.3,7.433,NA,12.733,2022,"11/2/00","Y","full team"
"934","FENTON GEORGIA",5787,"w","GBR","2022-08-02","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","BB",3,5.3,8,NA,13.3,2022,"11/2/00","Y","full team"
"935","FENTON GEORGIA",5788,"w","GBR","2022-08-02","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","FX",13,4.7,7.75,NA,12.45,2022,"11/2/00","Y","full team"
"936","FENTON GEORGIA",5776,"w","GBR","2023-03-26","2023 British Gymnastics Championships","qual","Liverpool, England","VT1",18,4.6,NA,0,13.65,2023,"11/2/00","Y","full team"
"937","FENTON GEORGIA",5777,"w","GBR","2023-03-26","2023 British Gymnastics Championships","qual","Liverpool, England","VT2",18,NA,NA,NA,NA,2023,"11/2/00","Y","full team"
"938","FENTON GEORGIA",5778,"w","GBR","2023-04-16","2023 Senior European Championships","AAfinal","Antalya, Turkey","BB",4,5.3,7.8,NA,13.1,2023,"11/2/00","Y","full team"
"939","FENTON GEORGIA",5779,"w","GBR","2023-04-16","2023 Senior European Championships","qual","Antalya, Turkey","BB",19,5.4,6.933,NA,12.333,2023,"11/2/00","Y","full team"
"940","FENTON GEORGIA",5780,"w","GBR","2023-04-16","2023 Senior European Championships","AAfinal","Antalya, Turkey","FX",9,4.9,7.733,NA,12.633,2023,"11/2/00","Y","full team"
"941","FENTON GEORGIA",5781,"w","GBR","2023-04-16","2023 Senior European Championships","qual","Antalya, Turkey","FX",12,5.1,7.8,NA,12.9,2023,"11/2/00","Y","full team"
"942","FENTON GEORGIA",5782,"w","GBR","2023-04-16","2023 Senior European Championships","AAfinal","Antalya, Turkey","UB",3,5.8,8,NA,13.8,2023,"11/2/00","Y","full team"
"943","FENTON GEORGIA",5783,"w","GBR","2023-04-16","2023 Senior European Championships","qual","Antalya, Turkey","UB",10,5.8,8.133,NA,13.933,2023,"11/2/00","Y","full team"
"944","FENTON GEORGIA",5789,"w","GBR","2022-08-02","BIRMINGHAM 2022 Commonwealth Games","final","Birmingham, England","UB",1,5.7,8.2,NA,13.9,2022,"11/2/00","Y","full team"
"945","FENTON GEORGIA",5790,"w","GBR","2022-08-02","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","UB",1,5.8,8.2,NA,14,2022,"11/2/00","Y","full team"
"946","FINNEGAN ALEAH",5813,"w","PHI","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","BB",38,4.8,7.9,NA,12.7,2023,"1/4/03","Y","individual"
"947","FINNEGAN ALEAH",5814,"w","PHI","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","FX",34,4.8,8.033,NA,12.833,2023,"1/4/03","Y","individual"
"948","FINNEGAN ALEAH",5815,"w","PHI","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","UB",73,4.9,7.533,NA,12.433,2023,"1/4/03","Y","individual"
"949","FINNEGAN ALEAH",5816,"w","PHI","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT1",40,4.6,8.8,NA,13.4,2023,"1/4/03","Y","individual"
"950","FINNEGAN ALEAH",5817,"w","PHI","2023-10-08","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT2",18,4,8.6,NA,12.6,2023,"1/4/03","Y","individual"
"951","FRANCERIES LEA",5869,"w","FRA","2023-03-19","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","BB",5,5.4,7.8,NA,13.2,2023,"9/7/04","Y","full team"
"952","FRANCERIES LEA",5868,"w","FRA","2023-03-19","EnBW DTB Pokal Team Challenge 2023","final","Stuttgart, Germany","BB",3,5.4,7.333,NA,12.733,2023,"9/7/04","Y","full team"
"953","FRANCERIES LEA",5870,"w","FRA","2023-03-19","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","FX",3,5.2,7.8,NA,13,2023,"9/7/04","Y","full team"
"954","FRANCERIES LEA",5871,"w","FRA","2023-03-19","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","VT1",18,4.2,8.8,NA,13,2023,"9/7/04","Y","full team"
"955","FRANCERIES LEA",5872,"w","FRA","2023-03-19","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","VT2",18,0,0,NA,0,2023,"9/7/04","Y","full team"
"956","FRANCERIES LEA",6154,"w","FRA","2023-06-04","2023 Tel Aviv World Challenge Cup","final","Tel Aviv, Israel","BB",3,5.3,7.533,NA,12.833,2023,"9/7/04","Y","full team"
